Product_Type,SKU_ID,Price,Availability,Units_Sold,Revenue,Customer_Segment,Stock_Levels,Shipping_Lead_Time,Order_Quantity,Shipping_Time,Carrier,Shipping_Cost,Supplier_ID,Supplier_Lead_Time,Production_Volume,Mfg_Lead_Time,Mfg_Cost,Inspection_Result,Defect_Rate,Transport_Mode,Route,Logistics_Cost,Gross_Margin_Pct,Revenue_Per_Unit,Daily_Demand,Stock_Cover_Days,Demand_Stock_Ratio,Total_Lead_Time,Cost_Per_Unit,Reorder_Point,Reorder_Gap,Carrying_Cost_Ratio,Supply_Efficiency,Shipping_Cost_Ratio,Future_Sales,Delay_Flag,Inventory_Risk_Class,Cash_Stress_Score
cosmetics,SKU72,90.204427520528,88.0,478.0,2633.1219813122498,Non-binary,57.0,29.0,77.0,9.0,Carrier A,6.59961415968954,Supplier 1,21.0,152.0,11.0,55.7604928952442,Pending,3.2133296074383,Rail,Route B,677.944569846183,38.18,5.509,15.933,3.6,8.241,32.0,1.415,616.0,-559.0,0.0737,1.949,0.0025,597,1,Medium,3.18
cosmetics,SKU73,83.8510176813046,41.0,375.0,7910.88691614068,Male,17.0,25.0,66.0,5.0,Carrier B,1.51293683691607,Supplier 4,13.0,444.0,4.0,46.8702387976171,Fail,4.6205460645137,Road,Route A,866.472800129657,44.1,21.096,12.5,1.4,20.833,17.0,2.304,260.0,-243.0,0.0253,6.627,0.0002,242,1,High,1.79
haircare,SKU74,3.17001141356615,64.0,904.0,5709.94529596928,Female,41.0,6.0,1.0,5.0,Carrier A,5.23765465003744,Supplier 4,1.0,919.0,9.0,80.5808521564478,Fail,0.396612724109935,Rail,Route A,341.552656783223,-2441.97,6.316,30.133,1.4,21.524,10.0,0.377,366.0,-325.0,1.1525,459.5,0.0009,945,0,High,71.02
skincare,SKU75,92.9968842339706,29.0,106.0,1889.07358977933,Non-binary,16.0,20.0,56.0,10.0,Carrier C,2.47389776104546,Supplier 1,25.0,759.0,11.0,48.0647826400065,Pass,2.03006908866875,Air,Route C,873.129648017651,48.32,17.821,3.533,4.5,6.235,36.0,8.16,157.0,-141.0,0.078,13.316,0.0013,75,1,Medium,3.77
haircare,SKU76,69.1087995474303,23.0,241.0,5328.37598429775,Male,38.0,1.0,22.0,10.0,Carrier A,7.05453833683692,Supplier 2,25.0,985.0,24.0,64.3235977956002,Pending,2.18003745158221,Rail,Route A,997.413450133194,6.92,22.109,8.033,4.7,6.179,49.0,4.122,477.0,-439.0,0.1467,42.826,0.0013,184,1,Medium,4.74
haircare,SKU77,57.4497429589714,14.0,359.0,2483.76017754279,Unknown,96.0,28.0,57.0,4.0,Carrier B,6.78094662561789,Supplier 1,26.0,334.0,5.0,42.9524447489918,Pass,3.05514181830754,Road,Route B,852.56809891985,25.23,6.919,11.967,8.0,3.701,31.0,2.368,450.0,-354.0,0.1999,5.759,0.0027,243,0,Medium,3.57
haircare,SKU78,6.30688317611191,50.0,946.0,1292.45841793775,Unknown,5.0,4.0,51.0,5.0,Carrier B,8.46704977086199,Supplier 5,25.0,858.0,21.0,71.1265147204033,Pending,4.09688133247045,Sea,Route C,323.592203431322,-1027.76,1.366,31.533,0.2,157.667,46.0,0.342,1745.0,-1740.0,0.0596,16.5,0.0065,827,0,High,34.08
haircare,SKU79,57.0570312211032,56.0,198.0,7888.72326842708,Non-binary,31.0,25.0,20.0,1.0,Carrier B,6.49632536429504,Supplier 3,5.0,228.0,12.0,57.8709029240362,Pending,0.165871627480608,Air,Route C,351.504219335038,-1.43,39.842,6.6,4.7,6.188,17.0,1.766,139.0,-108.0,0.1588,10.857,0.0008,226,0,Low,2.71
skincare,SKU80,91.1283183504443,75.0,872.0,8651.67268298206,Unknown,39.0,14.0,41.0,2.0,Carrier C,2.83318467941897,Supplier 3,8.0,202.0,5.0,76.96122802382,Fail,2.84966219850533,Sea,Route B,787.779850494344,15.55,9.922,29.067,1.3,21.8,13.0,0.902,458.0,-419.0,0.0378,4.81,0.0003,858,1,High,2.3
haircare,SKU81,72.8192069303182,9.0,774.0,4384.41340004586,Unknown,48.0,6.0,8.0,5.0,Carrier B,4.06627750151204,Supplier 3,28.0,698.0,1.0,19.7895929419036,Pending,2.54754712154871,Rail,Route B,276.778335946798,72.82,5.665,25.8,1.9,15.796,29.0,0.357,902.0,-854.0,0.0169,77.556,0.0009,530,0,High,1.47
skincare,SKU82,17.0349307394679,13.0,336.0,2943.38186760945,Unknown,42.0,19.0,72.0,1.0,Carrier A,4.70818187354193,Supplier 2,6.0,955.0,26.0,4.46527843494324,Pending,4.13787704862235,Road,Route C,589.97855562804,73.79,8.76,11.2,3.7,7.814,32.0,1.751,435.0,-393.0,0.0328,13.082,0.0016,248,0,Medium,1.98
haircare,SKU83,68.9112462116063,82.0,663.0,2411.75463211049,Unknown,65.0,24.0,7.0,8.0,Carrier B,4.94983957799694,Supplier 1,20.0,443.0,5.0,97.730593800533,Fail,0.773006134067247,Road,Route A,682.971018226093,-41.82,3.638,22.1,2.9,10.045,25.0,1.029,668.0,-603.0,0.139,55.375,0.0021,755,1,Medium,5.15
haircare,SKU84,89.1043672921022,99.0,618.0,2048.29009984871,Unknown,73.0,26.0,80.0,10.0,Carrier A,8.38161562492263,Supplier 5,24.0,589.0,22.0,33.808636513209,Pass,4.84345657711804,Air,Route B,465.457005963687,62.06,3.314,20.6,3.5,8.351,46.0,0.752,1142.0,-1069.0,0.0448,7.272,0.0041,689,1,High,3.2
cosmetics,SKU85,76.9629944151938,83.0,25.0,8684.61305925385,Female,15.0,18.0,66.0,2.0,Carrier C,8.24916870487172,Supplier 5,4.0,211.0,2.0,69.9293455186723,Fail,1.37442899974575,Road,Route B,842.686830004641,9.14,347.385,0.833,17.8,1.562,6.0,32.411,10.0,5.0,0.5449,3.149,0.0009,22,0,Low,1.82
skincare,SKU86,19.9981769404042,18.0,223.0,1229.59102856498,Unknown,32.0,14.0,22.0,6.0,Carrier B,1.45430531015355,Supplier 1,4.0,569.0,18.0,74.6089699951946,Pass,2.05151293076624,Rail,Route A,264.254889835866,-273.08,5.514,7.433,4.3,6.758,22.0,1.18,201.0,-169.0,0.5352,24.739,0.0012,204,0,Medium,11.22
haircare,SKU87,80.4140366503557,24.0,79.0,5133.84670108669,Male,5.0,7.0,55.0,10.0,Carrier A,6.57580379754853,Supplier 3,27.0,523.0,17.0,28.6969968241431,Fail,3.69373778783927,Sea,Route B,879.359217734924,64.31,64.985,2.633,1.9,13.167,44.0,10.992,144.0,-139.0,0.0226,9.339,0.0013,52,1,High,2.96
cosmetics,SKU88,75.270406975725,58.0,737.0,9444.74203306298,Male,60.0,18.0,85.0,7.0,Carrier A,3.80125313293107,Supplier 2,21.0,953.0,11.0,68.1849190570411,Pending,0.722204401882931,Sea,Route A,103.916247960704,9.41,12.815,24.567,2.4,12.082,32.0,0.141,948.0,-888.0,0.0737,11.081,0.0004,642,0,Medium,3.23
cosmetics,SKU89,97.7600855819386,10.0,134.0,5924.68256685323,Unknown,90.0,1.0,27.0,8.0,Carrier B,9.92981624527725,Supplier 1,23.0,370.0,11.0,46.6038733816444,Pending,1.90766573395907,Rail,Route B,517.49997392906,52.33,44.214,4.467,20.1,1.473,34.0,3.833,187.0,-97.0,0.3202,13.214,0.0017,96,1,Low,1.59
skincare,SKU90,13.8819135013591,56.0,320.0,9592.63357028031,Non-binary,66.0,18.0,96.0,7.0,Carrier B,7.67443070811269,Supplier 3,8.0,585.0,8.0,85.6759633357979,Pass,1.21938222440138,Rail,Route B,990.078472505811,-517.18,29.977,10.667,6.2,4.776,16.0,3.084,209.0,-143.0,1.2726,6.031,0.0008,266,1,Low,17.28
cosmetics,SKU91,62.1119654639617,90.0,916.0,1935.20679350759,Male,98.0,22.0,85.0,7.0,Carrier B,7.47151408440114,Supplier 4,5.0,207.0,28.0,39.7728825023399,Pending,0.626001858209394,Rail,Route B,996.778314950623,35.97,2.113,30.533,3.2,9.253,33.0,1.087,1214.0,-1116.0,0.0685,2.407,0.0039,1137,0,Low,4.16
cosmetics,SKU92,47.7142330758202,44.0,276.0,2100.12975462593,Male,90.0,25.0,10.0,8.0,Carrier B,4.4695000261236,Supplier 2,4.0,671.0,29.0,62.6126903956143,Pass,0.333431825224739,Rail,Route B,230.092782536762,-31.22,7.609,9.2,9.8,3.033,33.0,0.831,369.0,-279.0,0.4279,61.0,0.0021,249,0,Low,4.42
haircare,SKU93,69.2908310029054,88.0,114.0,4531.4021336919,Unknown,63.0,17.0,66.0,1.0,Carrier C,7.00643205900439,Supplier 4,21.0,824.0,20.0,35.6336523433438,Fail,4.16578179542414,Air,Route A,823.523845888155,48.57,39.749,3.8,16.5,1.781,41.0,7.161,191.0,-128.0,0.2842,12.299,0.0015,111,1,Low,2.56
cosmetics,SKU94,3.03768872463141,97.0,987.0,7888.35654666187,Unknown,77.0,26.0,72.0,9.0,Carrier B,6.94294594203258,Supplier 2,12.0,908.0,14.0,60.3873786148621,Pass,1.46360749847277,Rail,Route B,846.665256986694,-1887.94,7.992,32.9,2.3,12.654,26.0,0.857,1031.0,-954.0,1.5504,12.438,0.0009,997,1,Medium,56.46
haircare,SKU95,77.9039272194477,65.0,672.0,7386.36394404866,Unknown,15.0,14.0,26.0,9.0,Carrier B,8.63033886960275,Supplier 4,18.0,450.0,26.0,58.8906857685899,Pending,1.21088212958506,Air,Route A,778.864241376647,24.41,10.992,22.4,0.7,42.0,44.0,1.157,1187.0,-1172.0,0.0169,16.667,0.0012,661,1,High,3.87
cosmetics,SKU96,24.4231314203733,29.0,324.0,7698.42476563211,Non-binary,67.0,2.0,32.0,3.0,Carrier C,5.3528780439968,Supplier 3,28.0,648.0,28.0,17.8037563313912,Pending,3.87204768148213,Road,Route A,188.742141149056,27.1,23.761,10.8,6.2,4.765,56.0,0.581,730.0,-663.0,0.1507,19.636,0.0007,237,0,Medium,3.95
haircare,SKU97,3.52611125914341,56.0,62.0,4370.91657998453,Male,46.0,19.0,4.0,9.0,Carrier A,7.90484561120967,Supplier 4,10.0,535.0,13.0,65.7651559263674,Fail,3.37623783471798,Road,Route A,540.132422867967,-1765.09,70.499,2.067,22.1,1.319,23.0,8.574,62.0,-16.0,13.7748,107.0,0.0018,52,1,Low,52.09
skincare,SKU98,19.7546048668786,43.0,913.0,8525.95255968352,Female,53.0,1.0,27.0,7.0,Carrier B,1.40980109513807,Supplier 5,28.0,581.0,9.0,5.60469086437178,Pending,2.90812216935126,Rail,Route A,882.198863547041,71.63,9.338,30.433,1.7,16.907,37.0,0.965,1356.0,-1303.0,0.0165,20.75,0.0002,897,1,High,2.09
haircare,SKU99,68.5178326992766,17.0,627.0,9185.1858291817,Unknown,55.0,8.0,59.0,6.0,Carrier B,1.31102375612062,Supplier 2,29.0,921.0,2.0,38.072898520626,Fail,0.346027290705503,Rail,Route B,210.743008964246,44.43,14.649,20.9,2.6,11.196,31.0,0.336,782.0,-727.0,0.0487,15.35,0.0001,551,1,Low,2.21
haircare,SKU51,28.520566219682166,64.74949653700841,160.83381522483512,10445.171832216562,Male,91.16622569162294,4.243702989215231,49.71508596478915,0.8032645310337161,Carrier A,4.804969050839832,Supplier 5,16.784484865331404,746.1586875386341,27.358583803788342,14.242103562460365,Pending,1.8281508829376651,Road,Route A,680.1152203763719,46.46080349187236,68.39168803931928,4.695125748175539,18.310785537197162,1.407012451338682,51.28725719498236,4.2322861842477515,284.6987537191585,0.0,0.3364942884896159,11.948889650774225,0.0005185089725456448,161,0,Low,2.25
cosmetics,SKU92,43.74116373097219,39.23937404671681,263.67007824292466,1966.017952019663,Male,80.36751726857968,24.353254401993595,8.671906063554932,9.105758481557926,Carrier B,3.935805479143755,Supplier 2,3.79318416022376,649.3371699164578,32.90846911788504,53.94551465014388,Pass,0.33722094693845234,Rail,Route B,249.18419670721528,0.0,6.896908976176863,9.120523066236148,10.997247387755703,2.883585722625562,36.7915243557253,0.8481961763104392,405.38381953045416,0.0,0.4113188513125068,68.99763673350489,0.002137839539271341,191,1,Low,4.57
skincare,SKU14,100.49173169384882,27.67971571373929,603.5498911435257,9216.299811775707,Non-binary,48.16488116329269,27.521613565583962,73.90325934283459,4.68836790830085,Carrier B,1.8974588884271946,Supplier 1,23.65795217769861,572.9967518810098,14.553738401719807,5.790678662091151,Pending,0.09725131950864413,Air,Route B,1024.051726896657,93.4702511783369,16.55232341342505,17.87978508771438,2.995981369588881,11.315076826959828,30.860581409784746,1.5644763357125158,922.8469485532886,0.0,0.005690994869480035,7.091010574963335,0.00022576925541157282,558,0,Medium,1.51
cosmetics,SKU71,7.031935648441101,13.027188230506576,642.9323035469538,8416.041393040627,Female,86.4490841940032,2.138571282566848,25.78456171220462,6.105635677825738,Carrier A,7.8374034871482445,Supplier 2,2.1549805575403753,271.3279247592478,10.96972514658008,30.308334027891075,Pending,2.100043843802869,Road,Route A,389.56527207764475,0.0,12.223266067406968,18.142663484410484,3.863406388491097,6.833575764444074,13.95085682492085,0.5453823535155559,347.1972391567449,0.0,0.5988222440774132,8.980769546534114,0.0012472898380264418,539,0,Low,11.79
skincare,SKU60,17.08756154037476,17.374312975486404,382.3118604128501,9114.377709202814,Female,43.02082982518478,25.85795619132064,64.62552310136493,7.16697387152512,Carrier C,4.399188959181451,Supplier 4,27.866355001899656,769.5199256079524,24.98484720151967,78.71160121252194,Fail,2.588249621300336,Rail,Route A,428.73659828874696,0.0,23.55561486078128,14.666826329114368,3.102961242577326,8.28103423080254,53.7695895851398,1.0589810643959345,811.539096033454,0.0,0.5509442953199583,12.78358153539774,0.0005076836152253059,255,1,Medium,14.89
skincare,SKU20,108.65047663957645,21.554862024771687,323.2623208107031,8691.689552517946,Unknown,28.017439555862925,11.656119167528852,72.9061370973773,5.581801497064834,Carrier A,8.717282067130068,Supplier 1,27.2110792260297,323.24303609892564,6.571007895016679,66.8598689604959,Pass,4.256895099216732,Air,Route B,459.29988779542634,30.03158587625891,22.97529544502272,8.80950716965069,2.4217931997539015,11.156436390125197,41.08395842704526,1.7314136062715424,473.1364022843193,0.0,0.06389815608245226,3.758808832027,0.0011939361431566582,213,0,High,2.78
skincare,SKU82,18.004496670019332,12.699046934982,297.9593562753692,3083.5813001537813,Unknown,35.01413085080569,18.967358057190516,68.4455592482676,0.8992926366758244,Carrier A,5.15594918198005,Supplier 2,5.9801719533212285,968.2910275485551,27.88837365026425,4.462138252423838,Pending,4.2873077716923165,Road,Route C,628.4853524810759,77.13567358778722,8.96041490046475,12.79766910049605,4.067623297010917,7.760387727649172,29.671186047619962,1.840458400869257,442.5119505569774,0.0,0.0353911816469587,13.881785744307276,0.0016016577968581242,121,0,Medium,2.23
skincare,SKU86,18.597186669816132,17.714933325070106,231.50661320274213,1059.4569353210898,Unknown,35.17878773671,16.315089281961548,18.57690684894748,5.327896535513503,Carrier B,1.4810252574557263,Supplier 1,3.813574106996821,580.8764608680177,17.89678938735729,68.49808637910793,Pass,2.26296751212283,Rail,Route A,274.0749525834963,0.0,6.177896678579182,7.130681482981979,3.8728068622532965,6.8572138320341525,22.621557416871894,1.230212954625459,212.197326116572,0.0,0.5555587357522879,23.603472378734107,0.0011346485496412267,146,0,Medium,11.24
haircare,SKU74,3.3582758341719487,65.24649733478343,963.320171879646,4930.06856287395,Female,39.35742066567029,6.915369072917067,1.0442026521877952,5.118220180391662,Carrier A,5.534283718240123,Supplier 4,1.1766760420692945,1065.8966023489422,7.8627450547349325,72.7773949617136,Fail,0.3454207884934553,Rail,Route A,321.1385220335228,0.0,6.438285411994577,26.44356672252308,1.1908565954466597,20.20709041497367,10.732937012483696,0.40988534541668037,415.9465518814074,0.0,1.2288557518139678,496.6237387681855,0.0008642261496475713,764,1,High,60.56
haircare,SKU74,3.268369229657733,67.37257024363394,838.2497211324038,6460.0476405888085,Female,40.87269571267831,6.0417769095104035,0.9242126896046301,4.688229521648987,Carrier A,4.317287857003608,Supplier 4,1.0044124701134889,1103.218270692878,8.266593997364769,99.7668109289382,Fail,0.44148552777718497,Rail,Route A,328.61221627398623,0.0,6.24773651641674,34.24594712083146,1.4579057617732114,23.559264753802875,10.28653747628908,0.3736229087788664,375.5576761292705,0.0,1.0186067871919833,489.4111920521665,0.0007919161597192977,902,0,High,85.38
haircare,SKU87,78.68459334270166,23.1554605677784,83.06599684426172,5776.482978809588,Male,5.4819882589203,7.376558010581252,52.22856475926856,9.85322467712283,Carrier A,6.402584654085288,Supplier 3,25.984192075064403,506.16144561505314,16.416372272308077,27.610124028271716,Fail,3.9750182897028346,Sea,Route B,805.1668441679095,60.557001638467256,56.75318513865978,2.931157297520885,1.7789315502840466,13.863034198086835,45.673122387947316,12.151733929842381,141.58060763471892,0.0,0.019787204043624093,7.258543017070397,0.0013167807354914057,57,1,High,2.67
haircare,SKU99,72.76852869805045,17.64149582306906,550.2670225528519,9948.530724146944,Unknown,51.927849475412444,7.419581763749277,55.59861584936897,6.037636282802916,Carrier B,1.15530543363994,Supplier 2,28.914076680171647,952.6417467198688,2.1771718233989783,38.60883291697903,Fail,0.30894344912295263,Rail,Route B,213.2532149307101,40.66141799108591,13.338857712350443,18.621559574881154,2.2024592345820433,10.688003293743625,33.79964408275633,0.39665429033469235,746.1165124942437,0.0,0.04716270728815023,13.322896536517167,0.00010560753809156862,448,0,Medium,2.28
cosmetics,SKU23,4.405574483988253,34.363247059106676,342.9952570835794,10839.83040869185,Unknown,94.69634041182442,4.992830570575259,28.307160323027436,6.599146473433574,Carrier A,2.9505337886513243,Supplier 5,10.838136183240099,591.346863593103,28.31706934643753,109.77231797218094,Pending,1.355719421329665,Rail,Route A,192.29578652482041,0.0,19.715208370739177,13.388528095618229,6.41309252424163,4.080807004810672,34.53278950538078,0.5414946277178985,678.5246507936749,0.0,5.568494251143997,19.60090804697435,0.00032999532766586913,279,0,Low,71.41
haircare,SKU2,11.700318589668722,33.24979798156258,7.323179999082661,9115.384716698285,Unknown,0.9794302183002225,11.090522481685364,93.42023369204884,2.0528510509188185,Carrier B,8.615077402370256,Supplier 1,12.506288367064784,991.3473136307783,23.762895692744976,33.484698519222086,Pending,4.412572140431607,Air,Route C,154.27915720510612,0.0,1133.044307738469,0.28728593548152925,3.496035605974301,3.886389655153048,39.803316491897895,16.127867860689157,17.052430060877214,0.0,0.33194328691558794,12.898656233962843,0.0006218237293566705,6,1,Medium,9.77
cosmetics,SKU21,90.80071946364393,65.07419968011028,535.6906416567218,6820.897630993092,Unknown,63.476041288152736,28.707930754623757,7.617694149395558,6.552684179743071,Carrier B,6.096160083429104,Supplier 5,20.99437976361946,790.4787900363117,4.434930440707379,61.0013383833253,Pending,0.017596444438769655,Air,Route C,599.1833617521739,27.234499664724407,10.944108118560388,18.57518433052667,3.153410600938821,9.166030562075052,22.818092306236803,1.0287541080113172,609.8560998043629,0.0,0.09287803557520453,94.95553696852639,0.00076645542210053,490,1,Medium,2.56
skincare,SKU52,90.27097863797775,1.0117766263495682,805.4012794255733,10058.08164049065,Male,63.36197743952144,11.658270558846317,12.320855034896576,0.9897843319511382,Carrier B,9.014371216106426,Supplier 1,8.596170527539812,719.7943261964491,24.338970448388594,9.273350905259683,Pending,2.1625438419976186,Air,Route C,614.1209169904957,87.16815097879729,13.622878495358618,24.5602934417808,2.055437167802281,14.285204176793362,34.915333773453916,0.6785277628278609,1442.39573531414,0.0,0.006952832703887278,61.63718251605064,0.0010401027325075932,538,0,Medium,1.84
skincare,SKU1,15.664810289102206,104.77472825880896,783.3868111638463,8016.142245422318,Female,53.168504790660215,30.027236349542928,37.790469140631416,2.117512449192048,Carrier A,9.496346415416967,Supplier 3,23.22457923948553,504.1641053240604,30.27764357278687,30.252412584083544,Pending,5.866035378377309,Road,Route B,473.5682235228272,0.0,9.472609347402798,25.741414619460294,2.16550353690135,12.579064290989994,55.78518547279121,0.7262557094425013,1556.6270841754463,0.0,0.19168902924054318,13.975129609063663,0.0011674968255648544,756,0,High,7.27
haircare,SKU87,89.5107327668487,22.356912481127864,96.32867111050587,5166.562799413381,Male,5.405326414422142,5.835190165925735,49.34978011000416,11.067087695808572,Carrier A,6.742994958787107,Supplier 3,31.4115762730624,543.299726402806,17.19760288604781,32.63095101394782,Fail,3.9922322842339573,Sea,Route B,865.5524901615387,58.68105322375559,52.655444482017145,2.5408101033127584,1.7196770655263514,15.903318162997369,41.710694276873504,10.396049808813562,126.4752590447388,0.0,0.02139852084720688,10.637292410803562,0.0013175215205791584,65,1,High,2.27
cosmetics,SKU29,63.40256713703854,2.9676785390201768,268.9121803846295,8017.873256848196,Female,47.40194193671462,5.645587928290978,69.4660020552061,6.860150481617925,Carrier B,7.483057374254958,Supplier 1,15.647841297475745,343.8202359629581,6.1417846885263,41.90677207591889,Pass,3.942510340223643,Road,Route B,755.8057706602029,36.06169051408482,31.6278979851541,8.835966547814154,5.2456383129356725,5.2794984143974295,23.862156827803602,3.1344534087845037,213.31564083729606,0.0,0.13213495785887477,5.019762030319895,0.0008640794236125065,163,1,Medium,1.98
skincare,SKU37,23.73188928317266,4.2676738503225256,1207.0143136158229,2874.4467193352443,Female,23.66812303440921,6.562772992643945,19.52433640568412,8.8696866679634,Carrier A,1.316628893143632,Supplier 3,23.867476771207244,853.9895438462153,15.150185636475465,34.97421890748309,Pending,2.4086448756097933,Sea,Route A,171.37528985949578,0.0,2.4041862341727334,34.43044656529551,0.802297251185133,42.56407918246388,41.559905207406224,0.20786474792428836,1522.9821651538348,0.0,0.043377065127563175,38.21634846021514,0.0006262454089999315,738,1,High,5.04
skincare,SKU1,14.527371034657131,92.9583659562565,667.1753878731275,7017.714035933598,Female,49.06413752599425,31.42648514141561,40.079009547542036,1.9848394602274555,Carrier A,9.895070527674841,Supplier 3,22.71945270660662,483.46630795322613,32.069431259512506,35.371657596482436,Pending,4.119144269929958,Road,Route B,491.6717876561573,0.0,9.81996445754429,23.217184189252333,2.191830014749514,13.27026097281046,51.51116345819964,0.7435077037244273,1634.7587683157901,0.0,0.15585122623025047,14.140267561496938,0.0013510036354570877,618,1,High,9.37
skincare,SKU63,12.388605995897233,53.970441065630474,282.3451428689115,4057.196710330358,Non-binary,62.254675822141955,20.677573752639223,11.380333020044374,3.798696968937783,Carrier A,2.4247895972514844,Supplier 3,17.35320411536319,802.3432279406148,9.545852981862328,21.24933629050246,Pending,3.8299757275676622,Sea,Route A,684.6453752592759,0.0,17.45407201164951,8.747160231407046,6.338796621211411,4.214125370440014,29.63776598553704,2.8789222719984657,285.45009167647544,0.0,0.38034019894852006,60.93222883385435,0.0005437755355329133,253,1,Medium,5.43
cosmetics,SKU59,68.63935666782831,32.06423132194337,497.6976948025651,1037.162890012092,Non-binary,104.01937703352328,18.202662780313005,31.232336112378388,6.072408324933912,Carrier B,7.049283625664069,Supplier 1,10.576039528573341,198.90139416153153,3.2059856042991353,1.9788965262690912,Fail,0.4380064928210701,Air,Route A,353.53682583259587,108.67046306057861,2.257124501557995,14.094146216016526,5.915350816761775,4.613971036869357,13.408254246655842,0.7034841822013947,260.69913466432405,0.0,0.007173560026486547,6.318183372235031,0.007081329444311659,336,0,Low,0.6
skincare,SKU20,95.78396301620369,23.587211648636572,352.6317398672578,8295.788232663685,Unknown,28.01329209312709,11.404219906618065,70.37572397988345,6.07812579788351,Carrier A,8.230717322606417,Supplier 1,28.967433906323983,299.52772815538424,5.707442120727332,59.661562080389814,Pass,4.252574581643573,Air,Route B,463.0349236340766,30.62074703658625,27.58465252724153,11.206422596178383,2.3042466704277493,11.750741041208213,35.371785955139636,1.7485128371946395,503.1251748316112,0.0,0.06146118727720956,4.931244263421673,0.001149223610368093,236,0,Medium,2.77
skincare,SKU32,77.0844980603854,51.30207506800295,821.7000518723204,11085.037951842083,Unknown,98.62252641785138,13.482700046632235,61.03193133325503,3.9922864389911994,Carrier C,6.481951016848515,Supplier 3,27.085154506441754,775.340601659624,7.87771768109727,28.98387781664429,Pass,2.282880415180977,Road,Route A,666.326599234281,67.78266123277473,13.894892160410297,25.608077750825608,3.349392630601136,9.401929295678219,38.49773368548022,0.817521501025112,1081.7349712587454,0.0,0.038021111018195816,10.907904928025419,0.0006246976161863397,681,0,Medium,1.88
skincare,SKU75,90.24290701185944,28.219035272614907,108.98287965751469,1875.2063805326532,Non-binary,16.643570842932167,20.613670411958275,60.62040317430411,10.699026432768093,Carrier C,2.625918547921094,Supplier 1,31.209734856933448,780.0942880969222,13.282342923395797,49.64983767233173,Pass,2.01661364217952,Air,Route C,847.0639212817908,54.15599604648225,20.159832877172477,3.7025229090498706,4.908076838820974,5.597922431597566,31.53951411116483,8.973602191048577,155.40724758633806,0.0,0.07352412319227408,15.081156677007105,0.0011397964581235402,87,0,Medium,3.76
haircare,SKU57,43.80253633902919,72.5104202353042,179.60527303943053,1654.5013975758116,Unknown,4.957069601761369,16.940229236351957,50.18424541775129,0.9321981205528151,Carrier B,10.290792605007312,Supplier 2,24.031555108447503,555.7429039174763,25.55104975493706,60.594568296750644,Pending,2.726744556068224,Rail,Route A,522.5799306624857,0.0,7.083555592260987,7.510238147476956,0.6093663613139045,42.512197993292446,43.17761208091265,1.98638274313396,416.9218257133685,0.0,0.02886668100661692,9.541975161309589,0.005295528884307333,209,0,High,7.1
